1, 0, 8
1, 0, 10
1, 0, 21
1, 0, 6
1, 0, 8
1, 0, 27
1, 0, 15
1, 0, 8
1, 0, 8
1, 0, 10
1, 1, 10
1, 0, 13
1, 0, 10
1, 0, 8
1, 0, 8
1, 0, 8
1, 0, 5
1, 0, 10
1, 0, 4
1, 0, 8
1, 0, 6
1, 0, 15
1, 0, 8
1, 0, 10
1, 0, 13
1, 0, 3
1, 0, 23
1, 0, 19
1, 0, 8
1, 0, 13
1, 0, 5
1, 0, 4
1, 0, 27
1, 0, 19
1, 0, 13
1, 0, 10
1, 0, 8
1, 0, 23
1, 0, 6
1, 0, 8
1, 0, 8
1, 0, 8
1, 0, 15
1, 0, 6
1, 0, 11
1, 0, 8
1, 0, 15
1, 0, 10
1, 0, 21
1, 0, 15
1, 0, 19
1, 0, 19
1, 0, 11
1, 0, 23
1, 0, 10
1, 0, 4
1, 0, 8
1, 0, 27
1, 0, 8
1, 0, 19
1, 0, 10
1, 0, 11
1, 0, 10
1, 0, 17
1, 0, 19
1, 0, 19
1, 0, 10
1, 0, 6
1, 0, 10
1, 0, 5
1, 0, 15
1, 0, 15
1, 0, 8
1, 0, 10
1, 0, 15
1, 0, 10
1, 0, 11
1, 0, 5
1, 0, 15
1, 0, 36
1, 0, 23
1, 0, 23
1, 0, 10
1, 0, 8
1, 0, 8
1, 0, 10
1, 0, 10
1, 0, 6
1, 0, 19
1, 0, 8
1, 0, 15
1, 0, 23
1, 0, 10
1, 0, 27
1, 0, 8
1, 0, 8
1, 0, 23
1, 0, 5
1, 0, 15
1, 0, 5
1, 0, 15
1, 0, 17
1, 0, 8
1, 0, 8
1, 0, 8
1, 0, 23
1, 0, 15
1, 0, 11
1, 0, 32
1, 0, 30
1, 0, 15
1, 0, 19
1, 0, 8
1, 0, 21
1, 0, 8
1, 0, 19
1, 0, 8
1, 0, 8
1, 0, 11
1, 0, 8
1, 0, 10
1, 0, 27
1, 0, 13
1, 0, 15
1, 0, 6
1, 0, 10
1, 0, 5
1, 0, 4
1, 0, 10
1, 0, 15
1, 0, 23
1, 0, 21
1, 0, 17
1, 0, 27
1, 0, 19
1, 0, 13
1, 0, 17
1, 0, 21
1, 0, 10
1, 0, 10
1, 0, 8
1, 0, 10
1, 0, 21
1, 0, 4
1, 0, 8
1, 0, 5
1, 0, 23
1, 0, 13
1, 0, 8
1, 0, 21
1, 0, 8
1, 0, 5
1, 0, 8
1, 0, 17
1, 0, 23
1, 0, 8
1, 0, 8
1, 0, 8
1, 0, 19
1, 0, 15
1, 0, 27
1, 0, 21
1, 0, 19
1, 0, 21
1, 0, 23
1, 0, 15
1, 0, 15
1, 0, 8
1, 0, 19
1, 0, 13
1, 0, 8
1, 0, 13
1, 0, 21
1, 0, 19
1, 0, 13
1, 0, 8
1, 0, 5
1, 0, 19
1, 0, 23
1, 0, 8
1, 0, 19
1, 0, 6
1, 0, 8
1, 0, 8
